Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Khel Khallas,2019.0,119.0,6.4,10.0,Unknown,hindi
The Mosquito Philosophy,2019.0,70.0,7.2,40.0,"Comedy, Drama",tamil
Hi Jack,2014.0,94.0,5.75,19.5,Animation,hindi
Oka Telugu Prema Katha,2020.0,130.0,8.8,20.0,Drama,telugu
The Light: Swami Vivekananda,2013.0,117.0,7.6,9.0,"Biography, History",gujarati
Gandha,2009.0,95.0,7.7,79.0,Drama,marathi
Chiravada Nenapu,2016.0,136.0,6.9,24.0,Drama,kannada
Aaram Vardil Aabhayandhara Kalakam,1990.0,137.5,6.4,10.0,Unknown,malayalam
Street Fighter,1995.0,148.0,5.5,15.0,Action,telugu
Evvarikee Cheppoddu,2019.0,133.0,7.2,337.0,Drama,telugu
Je Aachho Antarey Antarbaas,2010.0,126.0,6.9,24.0,Drama,bengali
Virataparva,2020.0,140.0,6.3,101.0,"Action, Family, Thriller",kannada
Olpo Olpo Premer Golpo,2014.0,128.0,6.0,22.0,"Comedy, Romance",bengali
Balle Vellaiyathevaa,2016.0,116.0,3.8,29.0,Comedy,tamil
Aashbo Aarek Din,2013.0,126.0,6.9,24.0,Drama,bengali
Sulemani Keeda,2014.0,89.0,7.1,2467.0,"Comedy, Romance",hindi
5 Ghantey Mien 5 Crore,2012.0,111.0,5.7,75.0,Thriller,hindi
RAJA HARISH CHANDRA,1994.0,112.0,6.9,24.0,Drama,bengali
Kuruppinte Kanakku Pustakom,1990.0,131.0,6.6,45.0,"Comedy, Drama",malayalam
Sokhinar Juddho,1984.0,132.0,6.6,25.0,"Drama, Family",bengali
Watan Se Door,1968.0,160.0,7.1,565.0,"Action, Drama, War",hindi
Gandu,2010.0,85.0,5.6,2290.0,Drama,bengali
Kunguma Poovum Konjum Puravum,2009.0,139.0,6.5,40.0,Drama,tamil
Rubaru Ishq Tha,2018.0,136.0,7.2,6.0,"Drama, Romance",urdu
Pandav Kaurav,1933.0,137.5,6.4,10.0,Unknown,hindi
Apartment: Rent at Your Own Risk,2010.0,97.0,3.5,230.0,"Drama, Mystery, Thriller",punjabi
Matlabi,1948.0,137.5,6.4,10.0,Unknown,hindi
News,1989.0,132.0,6.6,40.0,"Action, Mystery, Thriller",malayalam
Jadui Angoothi,1965.0,135.5,6.6,15.0,Fantasy,hindi
Bare Bhaiyya,1951.0,130.0,6.6,10.0,Musical,hindi
Kalapam,1998.0,123.0,3.2,5.0,Unknown,malayalam
Qandeel,2017.0,25.0,8.2,9.0,"Documentary, Short, Biography",urdu
Deepangal Sakshi,2005.0,126.0,5.4,5.0,Drama,malayalam
Naa Illu Naa Vaalu,1979.0,126.0,6.9,24.0,Drama,telugu
Amba Ambika Ambalika,1976.0,137.5,6.4,10.0,Unknown,hindi
Pujari,1946.0,137.5,6.4,10.0,Unknown,hindi
 Frontline,1983.0,60.0,7.2,17.0,"Documentary, News",urdu
Lo Main Aa Gaya,1999.0,137.0,6.4,14.0,Action,hindi
Preeti Vivah,1962.0,137.5,6.4,10.0,Unknown,marathi
Duti Monor Jonak,2019.0,126.0,6.9,24.0,Drama,assamese
Bolo Raam,2009.0,103.0,5.1,84.0,"Action, Crime, Drama",sanskrit
Titanic,2018.0,115.0,4.8,10.0,Family,punjabi
Aarohana,2018.0,137.0,5.5,21.0,Action,kannada
Durgaa,1985.0,135.0,6.1,20.0,"Action, Crime",hindi
Parayan Baaki Vechathu,2014.0,120.0,6.0,32.0,Thriller,malayalam
Shaapit: The Cursed,2010.0,145.0,5.4,818.0,"Adventure, Horror, Romance",hindi
Call Me @,2014.0,124.0,6.5,106.0,"Drama, Thriller",malayalam
Jay baba pashupatinath,1996.0,126.0,6.9,24.0,Drama,hindi
Jaan Se Pyaara,1992.0,180.0,5.4,104.0,"Action, Crime, Drama",hindi
Amma Rajinama,1991.0,124.0,7.8,28.0,Family,telugu
Do Sathi,1975.0,130.0,6.75,43.5,"Musical, Romance",urdu
Baahubali 2: The Conclusion,2017.0,167.0,8.2,76689.0,"Action, Drama",telugu
Yamaleela,1994.0,140.0,7.5,249.0,"Comedy, Drama, Fantasy",telugu
Anya The Other,2019.0,135.0,5.65,47.0,"Action, Crime",hindi
Nai Kahani,1943.0,137.5,6.4,10.0,Unknown,hindi
Dumki Damaar,2017.0,103.0,6.2,31.0,Romance,kannada
Samantharangal,1998.0,126.0,6.8,17.0,Drama,malayalam
Gopinath,1948.0,155.0,7.4,37.0,Drama,hindi
Haye Ye Shohar,1980.0,137.5,6.4,10.0,Unknown,urdu
Umaj Padel Tar,1960.0,137.5,7.6,5.0,Unknown,marathi
Krishan Avtaar,1993.0,180.0,5.9,30.0,Action,hindi
Do Gaz Zameen Ke Neeche,1972.0,127.0,6.1,85.0,Horror,hindi
Teen Chehrey,1979.0,137.5,6.4,10.0,Unknown,hindi
Kotwal,1993.0,137.5,4.0,5.0,Unknown,urdu
Dharkan,2006.0,30.0,6.9,24.0,Drama,urdu
Police Police,2010.0,142.0,5.5,261.0,Action,telugu
Kaisay Kahein...,2007.0,123.0,6.2,54.0,"Drama, Romance",hindi
Jhund,2021.0,130.0,7.7,4558.0,"Biography, Drama, Sport",hindi
Gyara Hazar Ladkian,1962.0,152.0,5.8,5.0,Drama,hindi
Kala Yamudu,1983.0,137.5,8.3,34.0,Unknown,telugu
The Film Love.Com... The Ultimate Killing Site,2010.0,92.0,3.4,16.0,"Action, Crime, Drama",punjabi
Yogi Duniya,2018.0,146.0,6.9,24.0,Drama,kannada
Frequency,2012.0,130.0,6.1,42.0,Comedy,urdu
Evaru,2019.0,118.0,8.2,4249.0,"Crime, Drama, Thriller",telugu
Chicken Kokkachi,2017.0,116.0,4.7,93.0,Comedy,malayalam
Baap Dhamaal Dikra Kamal,2017.0,164.0,6.1,42.0,Comedy,gujarati
Jaggu Ani Juliet,2021.0,137.5,6.4,10.0,Unknown,marathi
Subhasangeetham,2002.0,137.5,6.4,10.0,Unknown,malayalam
Garvi Naar Gujaratan,1981.0,137.5,6.4,10.0,Unknown,gujarati
Era Bator Sur,1956.0,137.5,6.4,10.0,Unknown,assamese
Mahasatta 2035,2018.0,126.0,6.9,24.0,Drama,marathi
Pakal Pole,2017.0,144.0,6.9,24.0,Drama,malayalam
Balirajache Rajya Yeu De,2007.0,126.0,6.9,24.0,Drama,marathi
Ugranetrudu,1988.0,135.0,6.9,24.0,Drama,telugu
Mauj,1943.0,137.5,6.4,10.0,Unknown,hindi
Nalamsimham,2001.0,137.5,6.4,10.0,Unknown,malayalam
Manko Babari,2017.0,115.0,6.9,24.0,Drama,nepali
Jeevan Yo Rahe Samma,2019.0,5.0,8.0,17.0,"Short, Music",nepali
Ottesi Chepthunna,2003.0,150.0,6.7,34.0,Romance,telugu
Bhu Mafia,2018.0,126.0,6.9,24.0,Drama,hindi
Prem Ka Nasha,1933.0,137.5,6.4,10.0,Unknown,hindi
Aarodum Parayaruthe,1985.0,137.5,6.4,10.0,Unknown,malayalam
Birth,2016.0,126.0,6.9,24.0,Drama,kannada
Achoo 302,1972.0,137.5,6.4,10.0,Unknown,punjabi
Dilwaala,1986.0,160.0,3.8,1134.0,"Action, Comedy, Drama",hindi
Surumayezhutiya Kannukal,1983.0,137.5,6.4,10.0,Unknown,malayalam
Porobashinee,2017.0,140.0,6.9,99.0,"Action, Sci-Fi, Thriller",bengali
Ek Din Anjaane Mein,2005.0,126.0,6.9,24.0,Drama,hindi
Anita,1967.0,154.0,6.4,116.0,"Musical, Thriller, Mystery",hindi
Thiru Kalyaanam,1978.0,137.5,6.4,10.0,Unknown,tamil
Shankarlal,1981.0,115.0,6.1,43.0,"Action, Crime, Drama",tamil
Kannamoochi,2021.0,112.0,5.0,22.0,Horror,tamil
Repati Koduku,1992.0,134.0,6.9,24.0,Drama,telugu
Us Disha Main,2014.0,137.0,5.5,21.0,Action,hindi
Lissammayude Veedu,2013.0,136.0,4.6,18.0,"Crime, Drama",malayalam
Dr. Bhawani,1989.0,126.0,6.9,24.0,Drama,telugu
Agnipath,2005.0,137.0,5.7,14.0,Action,bengali
Sweetiee Weds NRI,2017.0,116.0,3.4,238.0,"Comedy, Drama, Romance",hindi
Biwi Kiraya Ki,1975.0,131.0,6.3,94.0,"Comedy, Drama",hindi
Ahankari,1992.0,126.0,6.4,5.0,Drama,telugu
Borderlands,2021.0,75.0,7.5,37.5,Documentary,nepali
Ami Baro Hobo,1957.0,126.0,6.9,24.0,Drama,bengali
Oh Manju,1976.0,137.5,6.4,10.0,Unknown,tamil
Pudhiya Bhoomi,1968.0,144.0,6.2,20.0,Unknown,tamil
Arjun Aamar Naam,2004.0,146.0,6.7,61.5,"Drama, Romance",bengali
Angai Geeth,2018.0,96.0,6.9,24.0,Drama,marathi
Daaliya Pookkal,1980.0,137.5,6.4,10.0,Unknown,malayalam
Samagama,2010.0,126.0,6.9,24.0,Drama,kannada
S/O Satyamurthy,2015.0,162.0,6.9,3924.0,"Action, Drama",telugu
Ankhi O Tar Bondhura,2017.0,114.0,7.9,31.0,"Adventure, Drama, Family",bengali
Ganga Aur Suraj,1980.0,157.0,6.4,17.0,Drama,hindi
Gulaebaghavali,2018.0,129.0,5.3,493.0,"Action, Comedy",tamil
Bangalore Days,2014.0,171.0,8.3,16986.0,"Comedy, Drama, Romance",malayalam
Manthramothiram,1997.0,138.0,5.4,55.0,"Comedy, Drama, Romance",malayalam
Suvarna Simhaasanam,1997.0,126.0,3.8,15.0,Drama,malayalam
Jiboner Cheye Dami,2009.0,146.0,4.4,8.0,"Crime, Drama, Romance",bengali
Anbe Anbe,2003.0,139.0,4.9,15.0,Drama,tamil
Panathukkaga,1974.0,137.5,6.4,10.0,Unknown,tamil
Sutrada Bombe,1976.0,137.5,6.4,10.0,Unknown,kannada
Nagaari,2015.0,136.5,6.3,73.0,"Action, Crime, Romance",kannada
Koogu,2021.0,126.0,6.9,24.0,Drama,kannada
Mumbai Dreams,2017.0,126.0,6.9,24.0,Drama,hindi
Araku Road Lo,2016.0,124.0,6.9,24.0,Drama,telugu
Pyar Ka Anubhav,2000.0,120.0,6.0,32.0,Thriller,hindi
Love Games,2016.0,114.0,4.3,858.0,"Crime, Thriller",hindi
Vatsyayana Kamasutra,2001.0,158.0,5.6,8.0,Thriller,hindi
Lalbaugchi Rani,2016.0,110.0,8.2,16.0,"Adventure, Comedy, Drama",marathi
Makkal Mahatmyam,1992.0,131.0,6.0,39.0,"Comedy, Drama",malayalam
Fiza,2000.0,170.0,6.1,3852.0,"Action, Crime, Drama",urdu
Pyasi Hasina,2004.0,112.0,5.0,22.0,Horror,hindi
Munna Mange Memsaab,2014.0,128.0,3.2,13.0,Comedy,hindi
Vannu Kandu Keezhadakki,1985.0,137.5,6.4,5.0,Unknown,malayalam
Ammajan,1999.0,145.0,7.5,297.0,"Action, Crime, Drama",bengali
Dhilluku Dhuddu,2016.0,160.0,5.2,437.0,"Comedy, Horror",tamil
Atmaram,1979.0,124.0,5.0,6.0,Family,hindi
Suya Mariyadhai 1992,1992.0,113.0,6.9,24.0,Drama,tamil
Sri Anjaneyam,2004.0,174.0,4.5,176.0,Fantasy,telugu
Mazha Mulga,1938.0,161.0,6.4,10.0,Unknown,marathi
Manikyakallu,2011.0,150.0,6.6,545.0,"Drama, Family",malayalam
Veedu Manaivi Makkal,1988.0,137.5,7.3,6.0,Unknown,tamil
Krina,2018.0,130.0,5.8,6.0,Thriller,hindi
Rakto Lekha,1992.0,137.0,5.5,21.0,Action,hindi
Threads of Fate,2017.0,85.0,6.9,24.0,Drama,hindi
Pehli Jhalak,1955.0,156.0,6.4,17.0,"Action, Comedy, Crime",urdu
Three Atrangi Jai-Veeru-Gabbar,2015.0,124.0,5.9,7.0,Comedy,hindi
Bugadi Majhi Sandli Ga,2015.0,126.0,6.9,24.0,Drama,marathi
Narthaki,2011.0,115.0,3.7,7.0,Family,tamil
Amma Appa Chellam,2003.0,137.5,6.4,10.0,Unknown,tamil
Kagaar: Life on the Edge,2003.0,150.0,5.9,48.0,"Crime, Drama",hindi
Sitapur: The City of Gangsters,2021.0,137.0,5.5,21.0,Action,hindi
Veshadhari,2020.0,126.0,6.9,24.0,Drama,kannada
Tarap,2006.0,135.0,4.3,10.0,Action,urdu
London Ki Ek Raat,2008.0,126.0,6.9,24.0,Drama,urdu
The Intern,2022.0,132.0,6.6,225.0,"Comedy, Drama, Thriller",hindi
Bhale Mastaru,1969.0,137.5,6.4,10.0,Unknown,telugu
Hiyar Dapunot Tumarei Sobi,2005.0,126.0,6.9,24.0,Drama,assamese
Veerangana Naathibai,1980.0,137.5,6.4,10.0,Unknown,gujarati
Pravesh Nishedh,2000.0,120.0,6.0,32.0,Thriller,hindi
Dhruva Tare,1985.0,137.5,8.4,41.0,Unknown,kannada
Circle Rowdy,2007.0,126.0,6.9,24.0,Drama,kannada
Aap Se Pyar Hua,1978.0,133.0,6.2,31.0,Romance,hindi
Stumped,2003.0,121.0,2.5,118.0,"Comedy, Drama, Sport",hindi
Gili Gili Ge,1989.0,126.0,7.8,6.0,Drama,bengali
9th Class C/o Eleshwaram,2010.0,133.0,6.2,31.0,Romance,telugu
Actor,1950.0,130.0,6.1,42.0,Comedy,hindi
Prnaya Manthram,2001.0,137.5,6.4,10.0,Unknown,malayalam
Gharbar,1977.0,124.0,6.5,18.0,Family,urdu
Zulfiqar,2016.0,139.0,5.7,1173.0,"Crime, Drama, Thriller",bengali
Pranayakalathu,2001.0,70.0,6.4,10.0,Unknown,malayalam
Poster Boys,2017.0,128.0,5.4,1434.0,Comedy,hindi
Sabhash Ramudu,1959.0,183.0,6.6,5.0,Drama,telugu
Unakkaga Piranthen,1992.0,140.0,6.2,31.0,Romance,tamil
Kaazhcha,2004.0,137.0,8.2,2709.0,Drama,malayalam
Ajeeb Ladki,1952.0,137.5,6.4,10.0,Unknown,hindi
Gharer Laxmi,1998.0,149.0,5.6,84.0,"Action, Romance",bengali
Amar Shaheed,1936.0,137.5,6.4,10.0,Unknown,hindi
The Image,2016.0,82.0,6.4,10.0,Unknown,hindi
Amrudha Vahini,1976.0,137.5,6.4,10.0,Unknown,malayalam
Thalaivan,2014.0,128.0,5.5,21.0,Action,tamil
Sachai,1976.0,126.0,6.9,24.0,Drama,urdu
Kanchanmulya,1961.0,126.0,6.9,24.0,Drama,bengali
Indradhanush,1979.0,137.5,6.4,10.0,Unknown,malayalam
Desh Book,2014.0,137.0,6.9,24.0,Drama,gujarati
Durgesh Nandini,1956.0,,6.5,8.0,"Fantasy, Musical, Drama",hindi
Kakhono Biday Bolo Na,2010.0,126.0,6.8,16.0,Drama,bengali
Batomuni Ko Phool,2010.0,138.0,7.1,15.0,"Drama, Romance",nepali
Intiqam Ke Sholay,1976.0,137.5,6.4,10.0,Unknown,urdu
Aaiyash: The Desire,2004.0,123.0,6.7,61.5,"Drama, Romance",hindi
Swrgavathil,2001.0,137.5,6.4,10.0,Unknown,malayalam
Mon Chay Tomay,2010.0,126.0,6.9,24.0,Drama,bengali
KHIRKI THEKE SINGHADWAR,2017.0,126.0,6.9,24.0,Drama,bengali
Archanak,2005.0,120.0,6.0,32.0,Thriller,hindi
Prayanam (The Journey),2014.0,45.0,6.7,132.0,"Comedy, Drama, Family",telugu
Ishqeria,2018.0,118.0,4.2,166.0,"Comedy, Romance",hindi
Beeruva,2015.0,115.0,5.8,46.0,Comedy,telugu
Oridam,2004.0,126.0,6.8,5.0,Drama,malayalam
Oke Naati Rathri,1980.0,137.5,6.4,10.0,Unknown,telugu
Immadi Pulakesi,1967.0,137.5,8.4,16.0,Unknown,kannada
Night Club,1958.0,137.0,6.2,5.0,"Crime, Drama",hindi
Aliya Veno,2018.0,20.0,8.5,16.0,"Short, Horror",malayalam
Ek Jugnu,1982.0,137.0,3.4,11.0,Action,hindi
Rampur Ki Sita,1988.0,137.0,5.5,21.0,Action,hindi
Pravachanam,1996.0,120.0,6.0,32.0,Thriller,malayalam
Honey Bee 2.5,2017.0,107.0,4.9,124.0,"Comedy, Drama",malayalam
Sadhane Shikara,2020.0,102.0,6.9,24.0,Drama,kannada
Kadhal Kan Kattudhe,2017.0,110.0,6.5,65.0,"Drama, Romance",tamil
Veedue Oru Swargam,1977.0,137.5,6.4,10.0,Unknown,malayalam
Dhyanimani,2017.0,120.0,7.4,30.0,Thriller,marathi
The Ratu River Expedition,2015.0,25.0,8.4,9.0,"Documentary, Short",nepali
Thi Reeta,1971.0,137.5,6.4,10.0,Unknown,hindi
Senti Virus,2020.0,126.0,6.9,24.0,Drama,nepali
Pyasa Shaitan,1984.0,100.0,5.1,53.0,Horror,hindi
Aakhri Chattan,1970.0,137.5,8.2,5.0,Unknown,oriya
Jab Yaad Kisi Ki Aati Hai,1967.0,158.0,6.5,23.0,"Family, Romance",hindi
Ek Saal,1957.0,134.0,7.3,37.0,"Drama, Family, Romance",hindi
Popcarn,2003.0,126.0,3.7,43.0,Unknown,tamil
Rab Ne Bana Di Jodi,2008.0,167.0,7.2,44315.0,"Comedy, Drama, Music",hindi
Thah,1972.0,130.0,6.75,43.5,"Musical, Romance",punjabi
Barah Ghante,1975.0,120.0,6.0,32.0,Thriller,hindi
Dhiraj,1942.0,137.5,6.4,10.0,Unknown,hindi
Janangalude Shradhakku,1987.0,137.5,6.4,10.0,Unknown,malayalam
Khoon Bahaa Ganga Mein,1988.0,137.0,5.5,21.0,Action,hindi
Palanka,1975.0,128.0,8.3,19.0,Drama,bengali
Mi Sansar Mandite,2008.0,124.0,6.5,18.0,Family,marathi
Rathilayangal,1990.0,137.5,6.4,10.0,Unknown,malayalam
NTR 30,2022.0,126.0,6.9,24.0,Drama,telugu
Rajlokhi O Srikanto,2019.0,126.0,6.7,138.0,Drama,bengali
Maya's Bar,2012.0,126.0,6.9,24.0,Drama,nepali
Yaathra,1985.0,124.0,8.0,493.0,"Drama, Romance",malayalam
Parodi,2007.0,126.0,6.9,24.0,Drama,kannada
Charan Dada,1989.0,137.0,5.5,21.0,Action,hindi
Thamb Laxmi Thamb,2007.0,124.0,6.5,18.0,Family,marathi
Poove Unakkaga,1996.0,150.0,7.9,1205.0,"Comedy, Drama, Romance",tamil
Aeh Dharti Punjab Di,1963.0,126.0,6.9,24.0,Drama,punjabi
Thalaimagan,2006.0,146.0,4.1,17.0,Unknown,tamil
Door Ki Awaaz,1964.0,135.0,6.0,33.0,Romance,hindi
Baluchari,1968.0,126.0,5.5,6.0,Drama,bengali
Section307,2015.0,10.0,6.9,18.0,"Short, Thriller",malayalam
Oru Thayin Sabhatham,1987.0,137.5,4.4,7.0,Unknown,tamil
Markandeya,1938.0,159.5,7.5,15.5,"Musical, Drama",telugu
Raat Akeli Hai,2020.0,149.0,7.3,15075.0,"Crime, Drama, Mystery",hindi
Om Shanti: Fight for Peace,2008.0,126.0,6.9,24.0,Drama,bhojpuri
Jeevan Dhaara,1982.0,137.0,6.6,70.0,"Family, Drama",hindi
Mrs. Wilson,2018.0,56.0,7.5,5783.0,"Biography, Drama, Mystery",urdu
Pudhcha Paool,1950.0,135.0,6.4,10.0,Unknown,marathi
Pyar Hua Badnaam,1992.0,133.0,6.2,31.0,Romance,hindi
Bisvi Sadi,1945.0,137.5,6.4,10.0,Unknown,hindi
Pruthvi Raj,1988.0,126.0,6.9,24.0,Drama,telugu
Golisoda,2016.0,139.0,8.2,19.0,Drama,kannada
Toofani Bijlian,1989.0,126.0,6.9,24.0,Drama,urdu
Daata Karna,1957.0,126.0,6.9,24.0,Drama,bengali
Mahnoor,2004.0,103.0,6.9,24.0,Drama,urdu
Dost Ke Liye,2005.0,126.0,6.9,24.0,Drama,hindi
Mujahid-e-Azadi Ashfaqulla Khan,2014.0,126.0,6.9,24.0,Drama,urdu
Aarti the Unknown Love Story,2017.0,116.0,8.6,21.0,Biography,marathi
Nagavalli VS Apthamitraru,2018.0,118.0,6.9,24.0,Drama,kannada
Diler Bachche,1981.0,117.0,6.9,24.0,Drama,hindi
Neduveerppukal,1991.0,137.5,6.4,10.0,Unknown,malayalam
Ekti Cinemar Golpo,2018.0,153.0,6.0,20.0,Drama,bengali
Aahwanam,1997.0,131.0,7.2,17.0,"Drama, Family",telugu
Kandu Pudichitten,2012.0,126.0,6.9,24.0,Drama,tamil
Vidhwa - Kahani Ek Aurat Ki,2013.0,126.0,6.9,24.0,Drama,hindi
Mirza's Lady,2016.0,129.0,4.6,1720.0,"Action, Drama, Fantasy",hindi
Dukh-Dard,1988.0,126.0,6.9,24.0,Drama,hindi
Kundakka Mandakka,2005.0,144.0,5.5,23.0,Comedy,tamil
Minaru Babu,1973.0,137.5,6.4,10.0,Unknown,telugu
Ishq Ka Achar,2004.0,120.0,6.0,32.0,Thriller,hindi
Oosaravelli,2011.0,145.0,6.6,3277.0,"Action, Crime, Thriller",telugu
Ekkees Toppon Ki Salaami,2014.0,140.0,6.0,498.0,Comedy,hindi
26th July at Barista,2008.0,126.0,3.1,31.0,Drama,hindi
Prem O Paap,1986.0,127.0,6.9,24.0,Drama,bengali
Kurumbukkaran,1991.0,135.0,6.9,24.0,Drama,tamil
Mettee,1982.0,126.0,6.9,24.0,Drama,hindi
Girl Friend,2002.0,130.0,7.3,6.0,Comedy,telugu
Thrasam,1981.0,137.5,6.4,10.0,Unknown,malayalam
Fastey Fasaatey,2019.0,119.0,4.5,119.0,"Drama, Romance",hindi
Man Abhiman,1978.0,112.0,6.9,24.0,Drama,bengali
Maa Vina Soona Sansar,1982.0,137.5,6.4,10.0,Unknown,gujarati
Alinganam,1976.0,126.0,4.4,9.0,Drama,malayalam
Aunty No. 1,1998.0,160.0,4.3,575.0,"Comedy, Drama, Romance",hindi
Naya Aakarshan,1998.0,63.0,6.0,32.0,Thriller,hindi
Nagmoti,1983.0,150.0,6.9,24.0,Drama,bengali
Niruddesh,1949.0,126.0,6.9,24.0,Drama,bengali
Anandam Malli Modalaindi,2015.0,126.0,6.9,24.0,Drama,telugu
Jadugar,1946.0,137.5,6.4,10.0,Unknown,hindi
Kavadiyattam,1993.0,122.0,5.6,57.0,Comedy,malayalam
Mazhe Ghar Mazha Sansar,1986.0,137.5,7.4,11.0,Unknown,marathi
Ata Pata Lapatta,2012.0,120.0,5.4,86.0,"Comedy, Musical",hindi
Dulhan Chahi Pakistan Se 2,2018.0,163.0,5.9,144.5,"Action, Drama, Romance",bhojpuri
Woh Mera Dil Tha,2017.0,126.0,7.7,10.0,Drama,oriya
Krishna-Krishna,1986.0,138.0,6.6,15.0,Fantasy,hindi
Veeralipattu,2007.0,111.0,5.2,40.0,Drama,malayalam
Kanchanam,1996.0,137.5,6.4,10.0,Unknown,malayalam
Irugillu Porugillu,1990.0,155.0,6.9,24.0,Drama,telugu
Dharam Shakti,2004.0,126.0,6.9,24.0,Drama,hindi
Mithram,2014.0,112.0,5.0,22.0,Horror,malayalam
Banke Biharee M.L.A.,2007.0,137.0,5.5,21.0,Action,bhojpuri
Mundeyan Ton Bachke Rahin,2014.0,139.0,5.8,44.0,"Comedy, Romance",punjabi
Nenu Ninnu Premistunnanu,2002.0,150.0,6.2,31.0,Romance,telugu
Ammuvinte Amma,2017.0,126.0,6.9,24.0,Drama,malayalam
Hostel Returns,2015.0,122.0,5.9,29.0,Drama,nepali
Nyayadanda,1963.0,123.0,6.9,24.0,Drama,bengali
Alajh Palajh,2019.0,136.0,6.9,7.0,Comedy,hindi
Azhaggiye Thee,2019.0,126.0,6.9,24.0,Drama,tamil
Jyotirgamaya: Lead Me to the Light,2005.0,37.0,8.2,19.0,"Documentary, Short",assamese
Police Line,2016.0,137.5,6.4,10.0,Unknown,marathi
Saahil,1988.0,126.0,6.9,24.0,Drama,hindi
Swaha: Life Beyond Superstition,2010.0,107.0,3.7,18.0,"Drama, Fantasy, Horror",hindi
Pyara Tarana,1982.0,130.0,7.4,16.0,"Musical, Romance",hindi
Seeru,2020.0,123.0,5.4,270.0,"Action, Drama",tamil
Khudadad,1935.0,126.0,6.9,24.0,Drama,hindi
Hari Hari Churiyaan,2017.0,136.0,6.7,61.5,"Drama, Romance",urdu
Aagan,2018.0,65.0,5.4,416.0,"Action, Comedy",tamil
Manalane Mangayin Bhagyam,1957.0,211.0,6.1,14.0,Unknown,tamil
Lucknow Central,2017.0,133.0,6.2,2647.0,"Action, Drama, Music",hindi
Mugila Malligey,1985.0,152.0,6.4,10.0,Unknown,kannada
Aakasha Kottayile Sultan,1991.0,130.0,6.7,39.0,Comedy,malayalam
Aag Andhi Aur Toofan,1994.0,139.0,3.3,10.0,"Action, Thriller",hindi
Yarne,2020.0,19.0,7.8,10.0,"Short, Drama",nepali
Love You Yaar,2017.0,151.0,6.9,24.0,Drama,gujarati
Ullaasa Jodi,1979.0,137.5,6.4,10.0,Unknown,malayalam
Five No Budget Films,2010.0,99.0,7.9,21.0,Drama,bengali
Ivan Oru Simham,1982.0,137.5,6.4,10.0,Unknown,malayalam
Rakkhosh,2019.0,128.0,4.7,157.0,Horror,hindi
Thene Manasulu,1987.0,137.5,6.4,10.0,Unknown,telugu
Pratigna,1985.0,120.0,6.7,10.0,"Action, Drama",bengali
Adventures of Tarzan,1985.0,135.0,4.6,137.0,"Action, Adventure, Comedy",hindi
Teen Tasveereen,1954.0,137.5,6.4,10.0,Unknown,hindi
Daak Peon,1975.0,126.0,6.9,24.0,Drama,bengali
Khwab,1980.0,115.0,5.9,27.0,"Crime, Drama, Romance",hindi
Enakkul Oruvan,1984.0,149.0,6.6,123.0,"Action, Drama",tamil
Bhaag Bawre Aandhi Aayi,2018.0,126.0,6.9,24.0,Drama,hindi
Flyover,2021.0,120.0,5.6,5.0,Thriller,bengali
Koodanayum Kattu,1986.0,137.5,6.4,10.0,Unknown,malayalam
Dekh Magar Pyaar Say,2015.0,107.0,5.7,316.0,"Comedy, Romance",urdu
Tony,2013.0,136.0,7.6,39.0,Thriller,kannada
Kala Aadmi,1960.0,140.0,6.0,7.0,"Action, Drama, Mystery",hindi
Payback,2010.0,115.0,5.5,65.0,"Action, Crime, Drama",hindi
Ye Dil Mera,2019.0,38.0,7.9,229.0,"Drama, Mystery, Romance",urdu
Thenkasi Pakkathula,2011.0,126.0,6.9,24.0,Drama,tamil
Asli Punjab,2017.0,97.0,8.0,11.0,"Comedy, Drama, Family",punjabi
Bio,2020.0,14.0,8.3,8.0,"Short, Fantasy",malayalam
Lady Bachelors,2001.0,130.0,6.1,42.0,Comedy,telugu
Rangeelay Jasoos,1989.0,145.0,,,"Action, Musical, Sci-Fi",urdu
Kalippu,2019.0,130.0,6.4,11.0,Thriller,malayalam
Hamaari Bhabhi,2020.0,77.0,6.9,24.0,Drama,hindi
Jhalki,2019.0,104.0,7.2,659.0,Drama,hindi
Patel Paachho Na Pade Thakor Koi Thi Na Dare,2016.0,155.0,6.9,24.0,Drama,gujarati
Raj Pratigya,1958.0,137.5,6.4,10.0,Unknown,hindi
Onek Diner Chena,1964.0,126.0,6.9,24.0,Drama,bengali
Jai Bajarang Bali,2014.0,126.0,6.9,24.0,Drama,kannada
Dharma Peetam Daddarillindi,1986.0,126.0,6.9,24.0,Drama,telugu
Anjaam khuda jaane,1988.0,137.0,5.5,21.0,Action,hindi
Janak Nandini,1939.0,137.5,6.4,10.0,Unknown,bengali
Kadhal Kottai,1996.0,167.0,7.5,1015.0,"Drama, Romance",tamil
Lage Raho Munna Bhai,2006.0,144.0,8.1,43571.0,"Comedy, Drama, Romance",hindi
Laakhan,2005.0,139.0,6.5,11.0,"Action, Thriller",hindi
Mannu,1978.0,134.0,6.7,7.0,Unknown,malayalam
Circus Girl,1943.0,126.0,6.9,24.0,Drama,hindi
Meeooww Billi Aur World War 3,2013.0,14.0,8.3,8.0,"Short, Fantasy",urdu
Mannchalay,2009.0,130.0,8.9,8.0,Comedy,urdu
